country_code,YEARS,productivity_over_index,human_capital,natural_capacity,energy,transport,info_comm_tech,institutions,private_sector,structural_change
CIV,2009,21.68128169,31.57428558,54.80307567,18.50394164,10.85772739,4.692495247,29.56760982,71.82196924,14.09485452
CIV,2010,21.86908831,32.14179649,55.01539133,19.01871975,10.83096331,4.983777733,28.07590222,72.04010681,14.248724
CIV,2011,21.90028361,31.51785052,55.6944493,18.30145544,10.77064447,5.15768128,29.64594858,72.30343468,13.8332207
CIV,2012,22.57310292,31.81910749,55.56987746,19.02703742,10.73834321,5.356939903,33.29621484,72.27128741,14.4749402
CIV,2013,22.88912829,32.03406129,55.07695412,19.03351557,9.594091949,5.869999334,35.97289084,73.80538248,15.00471651
CIV,2014,23.70140557,32.27682703,54.82396785,20.64469137,9.582967611,6.58659783,40.27457224,75.56932901,14.19009984
CIV,2015,23.42601233,32.62800473,54.80959695,21.1643741,8.057221394,7.048157583,42.06441224,75.71327844,13.24910698
CIV,2016,24.02939967,33.30617966,54.80986789,21.1643741,8.740032296,7.501279638,42.26610105,75.76751533,13.70347578
CIV,2017,24.23386694,33.76437227,54.84375422,21.08288971,8.711516269,7.858558209,42.16784405,75.69675268,13.9434578
CIV,2018,24.4289194,34.24151842,54.87545803,20.96880617,8.682256126,8.253727725,42.69206073,75.64101032,13.91047638
HRV,2008,34.9448237,56.98690807,45.53081278,29.52528602,16.55443837,14.36617175,63.23663862,81.12961148,23.78945765
HRV,2009,35.29644172,57.35938206,45.53290572,28.78818605,16.56064525,15.53186222,63.90002769,81.26766072,23.98742814
HRV,2010,35.60560092,57.46084977,45.46749859,28.8810279,16.56688197,16.54292552,64.58350478,81.54872051,23.71750238
HRV,2011,35.71838195,57.39738051,45.48226779,28.60104875,16.64473982,17.08540793,64.48852668,81.56814708,23.71988939
HRV,2012,35.74704309,57.66434052,45.55210417,28.06609791,16.64350832,17.18290928,64.6733838,81.55612521,23.97725375
HRV,2013,36.05425989,58.41844212,46.20510232,28.64705159,16.59534113,17.17668543,65.32555909,81.49143638,24.33392624
HRV,2014,36.05690808,58.21251682,46.00835076,28.84231306,16.57241914,17.13419311,65.43780207,81.82106364,24.32659602
HRV,2015,36.07688497,58.53107727,46.04128388,28.87747679,16.58750712,17.14045815,64.27922571,81.72475198,24.68944173
HRV,2016,36.27575711,58.66732363,46.04132216,28.87747679,16.6257401,17.62732752,65.03786268,81.65376549,24.70123328
HRV,2017,36.37467175,58.64050647,46.05538652,28.8915765,16.6588234,18.16415577,64.72095893,81.59729642,24.57893291
HRV,2018,36.47971451,58.57758373,46.05118265,28.90564683,16.68124522,18.67002215,64.41148214,81.54071075,24.58925826
CYP,2008,39.32677063,54.66290501,46.07666095,33.16166456,21.83128366,17.60602285,82.036091,92.56144655,23.47040735
CYP,2009,39.52284266,56.02617708,46.21043385,32.914479,21.72928541,18.47890213,79.51338617,93.27489608,23.46068751
CYP,2010,39.67069363,55.24518564,45.9999164,32.79061034,21.42743174,19.8352313,80.51037695,93.77134375,22.94182609
CYP,2011,39.74126466,55.60212111,46.00954915,32.86496322,21.21495017,20.96158005,79.54258982,94.00022509,22.25698464
CYP,2012,39.56799989,55.50918092,45.91375566,32.68474429,21.26815769,19.87890678,80.03822406,94.26207763,22.61222162
CYP,2013,39.32241373,56.03972517,45.68440607,32.26746947,21.1044753,19.56731002,78.45570107,94.46258454,22.61009786
CYP,2014,39.35844146,56.52470744,45.69306639,32.1836419,20.8478388,19.91969071,77.86276376,92.73753456,23.10204016
CYP,2015,39.20258495,56.41867248,46.02305342,32.14455844,20.04799206,20.66928607,76.98118609,92.53950754,22.64142416
CYP,2016,39.40676423,57.06550159,46.02311765,32.14455844,20.29115953,21.50289802,74.93471698,91.4218748,23.04475054
CYP,2017,39.61068168,57.32091335,46.02355777,32.16134624,20.31544265,22.39968324,76.40722372,90.56196946,22.68415351
CYP,2018,39.80327278,57.62284016,46.02359118,32.17022946,20.3364053,23.22731624,76.73561267,89.69811974,22.71262944
CZE,2008,39.19267076,62.1765542,51.98213037,33.85679705,20.02285117,15.09673731,75.84348448,80.09854045,27.70514211
CZE,2009,39.24909072,63.24203165,51.73318293,33.50184184,20.02858827,15.52434048,75.75083445,80.20869326,27.19698379
CZE,2010,39.49767402,63.46103336,51.66932659,33.58700294,19.98251727,16.17236857,75.74345731,80.28119825,27.37021307
CZE,2011,39.81459674,64.95378316,51.73648661,33.51218207,19.87199306,16.68496831,76.28626914,80.42426668,27.56348845
CZE,2012,40.00144867,66.38060605,51.52383304,33.44041405,19.69295586,17.40172832,75.11010936,80.79891134,27.55989378
CZE,2013,40.25674989,67.58386821,51.34586217,33.28720271,19.80572396,17.76096606,75.04021475,80.83703007,27.9847966
CZE,2014,40.49283108,68.23352424,51.29033877,33.22332602,19.75207294,18.34246769,76.05480287,80.68839728,27.96021318
CZE,2015,40.36340347,68.59738567,51.27246788,33.28306948,19.81185262,18.42527344,76.7895017,80.70468938,26.60402977
CZE,2016,40.60027071,67.51892564,51.27251113,33.28306948,19.91045489,19.67307071,76.51650031,80.95345365,26.40913258
CZE,2017,40.92375306,67.3446823,51.29660986,33.30382427,19.89349695,21.04785895,76.38266624,80.95609599,26.40913264
CZE,2018,41.27167923,67.39376777,51.25494018,33.32457907,19.87822667,22.41739936,76.75671479,80.9587121,26.40913269
DNK,2008,45.56228986,79.26687436,55.20338406,34.26961582,20.33970144,24.75225462,97.50481246,93.54077669,26.9706436
DNK,2009,45.60076622,81.75611234,54.83637896,33.82651341,20.33348075,24.96026103,97.28442025,94.04914585,26.55044971
DNK,2010,46.14020128,81.23617226,54.81238873,33.63975271,21.54597358,26.68423007,96.42572196,93.52032136,26.45058084
DNK,2011,46.67079547,83.75027148,55.14285061,33.61182839,21.57487736,27.73837086,97.06546291,93.22758704,26.7766099
DNK,2012,46.31369069,84.68861515,54.94028159,33.14063132,21.35863461,27.74451556,95.74612872,92.96786622,26.0251786
DNK,2013,46.38358651,85.30148668,54.759094,33.30195351,21.32652677,27.30077521,96.11044283,92.25907985,26.67824391
DNK,2014,46.12971963,85.30861051,54.76489052,32.98939643,21.25554579,27.11718089,94.60060515,92.20118566,26.46243711
DNK,2015,46.5855297,86.33929862,54.5584778,32.86777829,23.0382095,26.61670634,94.45894441,92.10354284,26.8562106
DNK,2016,46.15725703,86.45585682,54.55851262,32.86777829,23.32316493,25.5249255,93.09271424,91.96195687,26.07454774
DNK,2017,46.17584043,87.41722627,54.69526348,32.77999626,23.32316493,24.80562624,93.63809525,91.82037089,26.51145331
DNK,2018,46.1218021,88.37600747,54.69317401,32.69203206,23.32316493,24.29372968,94.09285772,91.67878492,26.5114534
DJI,2008,24.26085423,34.88204919,60.01452279,21.80062423,13.84021644,3.524101711,41.99700019,77.69105244,16.52497609
DJI,2009,25.14698962,35.88870804,59.93758641,21.8661094,14.97922222,3.75043253,42.49307208,77.65372765,18.3403817
DJI,2010,25.37072841,37.70213675,59.97894924,21.60332323,15.15493891,3.990588888,40.76752586,77.84369638,18.30834658
DJI,2011,26.18568105,38.1249722,59.95007447,21.10307071,18.79433314,4.142088152,40.11050632,77.87568421,18.84776229
DJI,2012,26.36358066,38.76802157,59.8964727,20.74125409,18.83147027,4.33490019,39.78599458,77.7758324,19.18169779
DJI,2013,26.54358715,39.33673227,59.83750605,21.05248517,18.85979558,4.533936933,38.58532067,78.61958336,19.17063371
DJI,2014,26.58785033,40.54926541,59.9160356,21.40522777,18.85215091,4.771395464,35.77335713,78.68612883,18.96512411
DJI,2015,26.9479462,40.84747186,59.88046199,22.62945085,18.79511537,4.970974836,35.94275864,78.60637015,19.03379221
DJI,2016,27.08777347,40.53891397,59.88046198,22.61446753,19.16503373,5.167190884,35.40014722,78.50387028,19.18591968
DJI,2017,27.18347716,41.04386379,59.85501067,21.72299224,19.16503373,5.360356481,36.29497864,78.47911023,19.09271958
DJI,2018,27.40505409,41.56480593,59.73734732,21.72636349,19.16503373,5.553412015,37.01015523,78.47958557,19.07829171
DOM,2008,30.42432995,45.43295761,49.60742803,28.69358973,19.26567472,7.175132342,46.918747,82.53199178,21.20716929
DOM,2009,30.74171906,45.75579547,49.27152122,28.77292379,19.24877526,7.9770142,46.14830529,82.54476466,21.02375855
DOM,2010,30.83717332,45.65274252,49.16128945,28.91956626,19.04984111,8.338555229,45.58023534,82.63212227,21.05750652
DOM,2011,31.09928967,45.65051877,49.17935556,28.92817434,19.15015915,8.802614677,46.09329348,82.57292578,20.99881012
DOM,2012,31.35877263,45.73440592,48.95309202,28.91559955,19.12684598,9.174124308,47.88957555,81.99615356,20.96402309
DOM,2013,31.50888689,45.72365967,49.22729078,29.16968832,19.00618061,9.494892782,48.57205294,82.04852903,20.57517824
DOM,2014,31.71045782,45.86783227,49.17909039,29.36235471,19.28757588,9.648048368,49.62259775,82.16139607,20.34586147
DOM,2015,31.99516259,46.43902797,49.05449394,29.466275,19.27837533,10.19125956,49.6699031,82.22345648,20.38919487
DOM,2016,32.1404312,46.21216121,49.05457376,29.466275,18.95590389,10.60607476,51.35241854,82.17079033,20.09439889
DOM,2017,32.29166063,46.68792461,48.81281756,29.54642157,18.95590389,10.95396,51.11760139,82.15141567,20.13624717
DOM,2018,32.4452576,46.77546384,48.63358618,29.63747067,18.95590389,11.40561164,51.27754264,82.13082136,20.00404528
ECU,2008,26.35831873,46.59677786,48.68380374,27.47953919,11.61740807,7.29477,36.72365123,75.48748048,15.90926276
ECU,2009,26.89917672,47.36962207,46.63462685,27.48409861,12.44810468,7.993422923,35.68859271,75.49940299,16.83887284
ECU,2010,27.36510399,47.88369802,47.25451223,27.91144048,12.61159979,8.424258583,37.15012986,75.8471819,16.63266915
ECU,2011,28.06749557,47.98681954,48.19948887,27.98801552,13.5668215,9.128063171,37.91618001,76.32861335,16.60061201
ECU,2012,28.58669001,48.81408391,47.82356707,28.55159554,13.94069393,9.707121554,39.44572429,76.08362516,16.47507853
ECU,2013,30.09855765,50.20809993,47.60533518,28.94963463,18.26454389,10.23431825,41.96577828,76.01073227,16.32506905
ECU,2014,30.34177516,52.31961857,46.05677087,29.05225187,18.51949188,10.77959838,41.40789496,76.30315205,16.26794711
ECU,2015,30.41516049,52.76773495,44.5914974,28.94430449,18.4620539,10.68738355,40.94093044,76.45109995,17.41182989
ECU,2016,30.77458824,53.10626557,44.5913607,28.94430449,18.34805576,11.03140841,42.89041336,76.5856726,17.65426425
ECU,2017,31.05293705,53.86527266,45.97285672,29.13256579,18.58280574,11.10480757,43.55515476,76.66391919,17.39319918
ECU,2018,31.37651019,54.62573334,46.50459101,29.31465658,18.81755573,11.4771549,44.19510555,76.74216579,17.22080716
EGY,2008,27.35867142,42.85364641,53.6385771,29.48841579,9.907232447,6.830858498,43.46252535,80.4026,19.57656587
EGY,2009,27.81568,43.24528741,52.08441441,29.59717611,10.03838637,7.18825372,44.74019352,80.0815928,20.79230971
EGY,2010,28.1645,43.31770278,51.96428961,29.6410721,10.48506927,7.667240018,42.63267082,80.97214327,21.36758899
EGY,2011,27.94496311,43.78206383,52.57302774,29.95126572,10.36808957,8.182904919,38.21281683,80.87534887,20.57417651
EGY,2012,28.06770063,44.27824745,52.63143815,29.41667722,10.37074168,8.620245083,38.37486788,80.66328211,20.30360698
EGY,2013,27.8868098,45.30375438,52.13565952,29.46315102,10.3712507,8.670528765,35.00176768,80.55472754,20.72930265
EGY,2014,27.91159469,45.74400166,51.78337935,29.44970673,10.36390144,8.76227496,34.22448552,80.52364227,21.0994528
EGY,2015,28.05478598,46.44192493,50.82064921,29.46028625,10.31356382,9.027197494,34.86314769,80.55947062,21.10684848
EGY,2016,29.14038931,46.55187703,50.82062477,29.46028625,13.71472613,9.253467056,35.80797657,80.89660853,20.29303103
EGY,2017,29.31008375,46.95331223,51.21032671,29.46521849,13.68971192,9.531019057,35.67960842,81.18668223,20.34063507
EGY,2018,29.39429003,47.21871435,51.4330183,29.46619158,13.67012145,9.798699294,35.04524676,81.3718105,20.3882391
SLV,2008,29.86050155,46.0790858,57.2443027,25.98291222,13.07398958,8.133364414,51.73827065,82.30726292,20.36687516
SLV,2009,31.32237259,46.37693315,57.28512158,26.428737,17.48837445,8.563603894,52.40100257,82.23126236,20.44722464
SLV,2010,31.40164834,46.67094659,57.3145095,26.26344529,17.52629472,8.671216345,52.67568715,82.14518807,20.46417347
SLV,2011,31.80002547,46.76080499,57.35944328,26.56700724,17.59723652,9.180249492,53.15826566,82.03875463,20.83058105
SLV,2012,31.96112472,46.52383465,57.6540061,27.34638694,17.61119445,9.500273833,52.12391266,81.57096557,20.86766883
SLV,2013,32.18893157,46.97415255,57.76801465,27.93684725,17.53670185,9.696749033,51.86934508,81.84739481,21.0590611
SLV,2014,32.27956529,46.67431571,58.00252077,27.10204879,17.8500002,9.910968389,53.31595561,81.87267711,20.80386197
SLV,2015,32.3033808,46.89182837,58.0222025,27.36302421,17.77721564,10.12327617,51.44527927,81.93071075,20.99671083
SLV,2016,32.29966853,47.45403589,58.02225372,27.36302421,17.78349006,10.20595214,50.13124285,81.98155707,21.07936494
SLV,2017,32.30823092,47.14215078,58.05514353,27.60108322,17.81981171,10.30588705,49.63772448,81.96171175,21.03380441
SLV,2018,32.42423714,47.15571354,58.08803335,27.74835533,17.80703003,10.43025563,49.99511641,81.8999316,21.13500374
EST,2008,38.8091749,61.43168462,42.88491588,31.79813277,19.19532772,18.1751424,79.66114507,88.33725555,25.02147283
EST,2009,38.74993241,63.43290254,43.11273983,31.05443727,18.94375345,18.51877207,78.7180793,88.89594111,24.38310915
EST,2010,39.16124911,63.82204194,43.29844327,31.63044178,19.22100153,19.24359888,79.4601329,88.50614893,24.32870606
EST,2011,39.52439134,67.48358174,43.27162209,31.9053838,19.33904536,19.91553791,79.67705044,87.75445916,23.73704954
EST,2012,40.05733133,67.39851095,43.32219477,31.97501193,20.39110924,20.60442178,79.36527644,87.35468054,24.37623558
EST,2013,39.97719736,65.77891821,43.40029173,32.26468032,19.49385027,20.81002757,80.48260592,87.05264376,24.91940883
EST,2014,40.04716916,64.3044658,43.4158729,32.22121686,19.64802622,21.50434013,82.97728464,87.00035588,24.1111359
EST,2015,40.27154225,64.2345561,43.45891914,31.95972851,19.69741971,22.41433408,82.47268639,87.11317528,24.44590952
EST,2016,40.02248804,63.43956307,43.45887922,31.95972851,19.27186174,22.29054072,82.39979362,87.16880954,24.21360021
EST,2017,40.11915008,63.73438911,43.37151825,32.05461201,19.22583841,22.7488295,82.5483159,87.14072124,24.07526653
EST,2018,40.25814818,64.02946197,43.36422043,32.14949551,19.17369979,23.23563375,82.69683818,87.14136132,24.07526653
SWZ,2008,24.71613964,34.79034746,56.62063939,21.75776152,11.0688913,4.865996702,41.64191721,71.07995306,20.38184961
SWZ,2009,25.416665,35.53156766,56.28234637,22.19339101,12.85338198,5.233788415,42.26618727,71.09460632,19.41221029
SWZ,2010,25.61009474,35.97202812,56.11374254,21.08267648,13.39881899,5.345084644,42.7443794,73.50620362,19.32437518
SWZ,2011,26.10866358,36.83059379,56.10720167,21.55405022,13.96401546,6.063996752,40.38289018,73.22888276,19.35850573
SWZ,2012,26.30971636,37.42755987,56.47614763,22.59304138,13.9683727,5.93563271,41.44159918,73.02507815,19.15916959
SWZ,2013,26.46557777,38.59778751,56.43857009,20.79080731,13.99153289,6.321391846,42.66724728,73.91593844,19.05155991
SWZ,2014,26.584485,39.11953146,56.41104891,21.1587758,13.91882091,6.424342717,41.82178031,73.84008036,19.34870176
SWZ,2015,26.91760264,40.00204797,56.48343062,21.26562634,15.02914442,6.422543561,41.69971484,73.8027683,19.30912066
SWZ,2016,27.02389987,40.69983307,56.48344334,21.26571473,14.62027925,6.669070598,41.05151984,73.82279733,19.69018008
SWZ,2017,27.21111593,41.566465,56.35551611,21.31546647,14.60931255,6.918243137,41.17298961,73.99464608,19.55051289
SWZ,2018,27.40262616,42.44310222,56.27616711,21.38806006,14.59797446,7.110570343,41.38788054,73.99464608,19.57780239
ETH,2008,18.53315757,30.14559317,64.84404327,17.08993517,6.463248598,2.94428082,34.46272927,67.52603782,9.40827457
ETH,2009,18.84824222,30.97539067,64.02359565,17.16967984,6.901393003,3.005519111,33.4578389,67.52598406,9.98211855
ETH,2010,19.03081215,33.4746382,63.23606083,16.30629901,6.77889346,3.086561609,33.94539802,68.33292231,10.27017442
ETH,2011,18.57467127,34.43081735,63.08440898,15.47186549,5.399363984,3.281223708,33.98383203,67.90043251,10.3141562
ETH,2012,18.85817232,35.02392848,62.33534894,15.02112913,5.505859105,3.535110163,34.49306681,67.90043251,10.69947755
ETH,2013,21.43353445,35.71301361,61.63177508,15.92529635,12.53260498,3.781023203,34.5540001,67.78723843,11.44813342
ETH,2014,22.01817342,35.96476169,61.18216696,16.23888372,12.99603458,4.105628233,36.71554333,67.07503008,11.76496866
ETH,2015,22.41070302,36.3834093,61.58617151,16.23241387,13.17002171,4.599999154,35.21285891,67.17598426,12.20715812
ETH,2016,22.79996515,36.78178762,61.58673719,16.23241387,13.46310595,5.036280054,34.72225409,67.16815233,12.55867674
ETH,2017,23.17413721,37.18086452,61.31312582,16.31377183,13.63349187,5.466824647,34.83297412,67.22504857,12.8155526
ETH,2018,23.5341832,37.5826283,61.03951445,16.42448282,13.80291402,5.893115153,34.9172879,67.26522968,13.07242847
FJI,2008,29.85180792,47.3785861,43.22310664,26.85644645,23.80188917,7.029683173,44.47109439,83.24174784,18.51195552
FJI,2009,29.78569142,48.05427146,43.3379022,27.53503828,23.75115385,7.432136646,39.28620704,83.4257556,18.67399641
FJI,2010,29.83833025,48.47619563,43.73197863,28.0062429,21.21616068,7.846409727,39.96678487,83.51922197,19.04540414
FJI,2011,30.01117705,48.54263824,43.62439937,28.01079394,20.26336329,8.381272516,42.54652762,83.10350718,18.47485377
FJI,2012,29.99633369,48.34805087,43.54401239,28.23702248,19.97613041,8.388128688,42.31195094,82.77035625,18.78904778
FJI,2013,29.8023217,48.68852666,43.37366778,26.85291455,19.46170164,8.371792184,42.5396119,82.24968959,19.24994686
FJI,2014,30.66864914,48.76584155,43.2740286,27.21302961,20.2549492,8.455618284,52.08447743,82.43934487,18.53181092
FJI,2015,31.19713725,48.88811314,43.16262142,27.44837427,20.40294623,8.964735123,53.67221385,82.74089775,19.07173256
FJI,2016,31.43048537,48.79869057,43.1627276,27.44855126,20.42339359,9.085779967,54.66815642,83.48530095,19.45080847
FJI,2017,31.52320523,48.89347685,43.10774398,27.54517782,20.41139053,9.463405487,53.99803666,83.66557926,19.246259
FJI,2018,31.67346584,49.00474735,43.05276036,27.54517782,20.45253651,9.84115,53.43446029,83.84585756,19.32786192
FIN,2008,41.35340327,83.78622536,36.56272217,36.68189216,17.53467758,20.59738733,96.31432848,88.2612884,24.78883351
FIN,2009,41.21028404,84.9155589,36.44369662,36.24274317,17.29198018,20.62690975,97.70907532,87.83529968,24.2287617
FIN,2010,41.8451066,85.01107693,36.50465743,36.60895707,17.95984663,21.94464485,97.54589752,87.93531476,24.47613079
FIN,2011,42.13760078,84.31575571,36.55817218,36.43458997,18.18896121,22.75486009,97.42269729,87.99916772,24.94195873
FIN,2012,42.138291,83.85812745,36.5358869,36.00016725,18.03319767,23.07796025,97.88064772,88.24063566,25.07323574
FIN,2013,41.76871203,83.7741498,36.52635837,35.92342134,17.99566177,22.08670436,97.44806967,87.77000469,24.79113844
FIN,2014,41.75462636,83.17134084,36.52667814,35.57567617,18.00963855,22.44640096,96.93738209,87.7786841,24.85236391
FIN,2015,41.47263566,81.96686431,36.51934402,35.3303115,18.28752143,22.0265229,95.49448809,87.85616796,24.48685338
FIN,2016,41.41319877,81.52947902,36.5193676,35.3303115,18.46765875,21.88175013,94.94021954,87.83269546,24.40756729
FIN,2017,41.66661278,84.2979445,36.51755937,35.36414343,18.58608417,21.93746268,95.28427835,87.80922297,24.46177815
FIN,2018,41.80936913,85.88664676,36.51662845,35.37886094,18.70330158,21.97061509,95.14693723,87.78575047,24.51598901
FRA,2008,43.3977729,63.68912611,53.05074196,35.69461147,25.03065772,18.83679192,95.29894514,85.06454171,27.29381662
FRA,2009,43.72727486,64.78910361,52.94918338,35.22066749,26.25939659,19.17056468,94.90203767,85.14738363,27.19530826
FRA,2010,43.59432572,64.77226319,53.03710382,35.17551141,25.05884148,19.46920591,95.25351975,85.35825207,27.21414235
FRA,2011,43.78014363,65.01192813,53.01357075,35.26996879,25.28429984,19.72199312,95.63823365,85.24041767,27.31199516
FRA,2012,43.83341899,65.1141282,52.98825328,35.07830125,25.35230632,19.82775897,95.62638577,85.23346748,27.48339527
FRA,2013,43.91896932,65.84937788,52.95301017,34.77904734,25.43722371,20.07103296,95.65485811,85.2320788,27.42253249
FRA,2014,42.26026727,65.93964353,52.89463016,34.66105472,18.47192474,20.1967576,95.68833199,85.02620331,27.72377631
FRA,2015,44.0942245,65.95269842,52.81190995,34.81933133,25.72797748,20.30552965,95.74878163,84.78210149,27.78506384
FRA,2016,44.25676121,66.04050318,52.78469567,34.78243644,25.96538802,20.3710637,94.25029936,84.88385078,28.68417049
FRA,2017,44.28216208,66.20804105,52.81159782,34.83872675,25.76811882,20.41495743,94.2586,84.97201182,28.80915576
FRA,2018,44.36223536,66.37557891,52.82247642,34.91124155,25.9236374,20.44134209,94.70484462,85.07402742,28.70387078
GAB,2008,23.48494308,37.12567231,47.74277874,22.36483766,9.643584783,5.521816318,40.64495028,72.18343698,14.94182734
GAB,2009,23.46603237,38.38057851,43.57677851,22.15164226,9.578550886,5.857727756,40.90977985,72.25562446,14.96294091
GAB,2010,23.80623463,38.66191921,45.27292406,22.43071717,9.610704546,6.191483975,42.47475169,72.16066035,14.40718844
GAB,2011,24.46644062,38.73879439,46.81421205,22.72490514,9.275612049,7.491426615,42.68691312,72.22718033,14.54246168
GAB,2012,24.73701074,39.04493557,47.19684706,23.22353205,9.139656883,8.038888275,42.61100829,72.31675832,14.47055291
GAB,2013,26.0008585,40.05584355,45.24380227,23.29723661,12.89813333,8.607457322,42.71987723,72.2105016,14.44574742
GAB,2014,26.16071044,39.99815761,43.50803996,24.06558652,12.93236157,9.228041808,42.24742446,71.86204141,14.45783069
GAB,2015,25.57066292,39.61071597,39.66950657,24.02127205,11.82500108,9.43914213,41.09462572,71.86075016,14.69128945
GAB,2016,25.64794469,39.82153815,39.6695392,24.02127205,12.68883485,9.217663222,40.04762908,71.44116781,14.74624425
GAB,2017,25.89009336,40.08555593,41.19320726,24.22211304,12.6609872,9.557332162,39.48219099,71.80341974,14.71271304
GAB,2018,26.0124845,40.58458623,41.19320726,24.23831308,12.63313955,9.896976535,39.08116167,71.80341974,14.74480822
GMB,2008,24.17168367,31.59036525,52.54367374,21.16166428,14.36903918,5.231620112,43.35784826,78.32932349,12.9949403
GMB,2009,24.42631009,31.5680542,53.36643215,21.43811906,14.34304553,5.423099386,43.74942865,79.65617374,12.94432776
GMB,2010,23.874839,31.70626202,53.31640986,22.34635549,11.17918916,5.651318313,42.80450209,79.75585162,12.95683376
GMB,2011,24.07117432,32.46509704,52.4086128,21.55856087,11.10602741,5.582185777,43.19635347,80.03866416,14.33603799
GMB,2012,24.06912905,32.66119043,52.31490682,21.30605836,11.69543725,5.849875991,42.87431357,80.04957304,13.17659212
GMB,2013,23.76475592,33.39045627,52.26605001,16.92737379,12.51049575,6.275268609,41.07228149,79.73291839,13.39497536
GMB,2014,24.31457774,34.14219122,52.3617895,17.81206696,12.46414272,6.793962544,40.28711663,79.69001281,14.11100742
GMB,2015,23.99981166,34.35303329,52.48685566,17.85420466,10.88733539,7.215716314,38.63327852,79.71879317,14.13133461
GMB,2016,24.21450648,34.57284475,52.48672433,17.86703105,11.70750405,7.333257342,37.4973859,79.71879317,14.20512464
GMB,2017,24.44667227,34.93974803,52.453499,17.91078251,11.70750405,7.554103209,37.52190647,79.71668148,14.69155863
GMB,2018,24.60831278,35.30345519,52.45403917,17.95453397,11.70750405,7.88655889,37.39748626,79.73009261,14.69155863
GEO,2008,28.92917933,50.35009956,47.09378678,26.52061057,13.91182374,6.67034703,52.70228672,82.30065138,19.38100154
GEO,2009,29.61828249,51.55444531,47.28794456,26.50025623,13.97494503,7.460665267,53.00382605,83.18152553,19.94116721
GEO,2010,30.69372248,51.32225689,47.34235081,26.84707379,13.98035353,9.678315237,54.87551673,83.04541046,19.58537081
GEO,2011,31.24473172,50.79057714,47.35251659,27.36126811,13.74861561,10.99154585,57.05188388,82.52275608,19.39949863
GEO,2012,31.82675207,50.28023833,47.06307114,27.67837614,13.99808023,12.12404445,59.52014338,83.08690029,19.15172269
GEO,2013,32.19768916,49.79428148,47.37937895,28.04158992,13.89793968,12.71486528,61.19476857,83.36071928,19.36815374
GEO,2014,32.81563091,51.58993487,47.34327401,28.78910986,13.90919595,13.1022472,64.44100892,83.64363463,19.46935303
GEO,2015,33.08729598,53.04910976,47.29358884,29.00725632,13.95480948,13.25699011,63.45242828,83.92868593,20.03436919
GEO,2016,33.22717791,53.21218164,47.2935947,29.00725632,13.87285825,13.3031536,64.96712437,84.29683465,20.13734203
GEO,2017,33.55055822,53.56581567,47.2935947,28.9746078,13.89328518,13.86377365,66.32784286,84.62743437,20.23004888
GEO,2018,33.89389836,54.14228351,47.33361385,28.99853814,13.89489758,14.44145946,67.68856136,84.93724873,20.31467773
DEU,2008,45.64891019,74.50511308,49.60850882,34.69343274,25.76144186,22.25716635,88.67249668,87.55009653,33.03453373
DEU,2009,46.17250102,76.14772998,49.56615553,34.43051647,26.92526593,23.42639756,88.34047591,87.47652381,32.61104391
DEU,2010,45.87952256,76.35504458,49.46134637,34.62133343,24.94038929,23.86167737,88.15608156,87.04634958,32.87733603
DEU,2011,46.16385863,76.87312779,49.48746078,34.651326,25.20351408,24.4201904,88.16535798,86.733803,33.24533628
DEU,2012,46.32641773,77.55037641,49.45497071,34.68106708,24.82097832,24.71306321,88.71095293,86.67401016,33.81674716
DEU,2013,46.45251411,77.36503493,49.44945107,34.64559974,24.84087913,24.89333927,89.00606236,86.5760367,34.32828427
DEU,2014,46.73130424,77.66647223,49.45879097,34.53290665,24.71564851,25.97598327,91.35938891,85.80666799,34.06706955
DEU,2015,47.18835675,77.94835977,49.4546736,34.49650517,24.5946328,26.96235882,90.40246563,85.7622328,35.95959823
DEU,2016,47.03113363,77.78783716,49.45468734,34.49650517,24.62330095,26.72597302,89.86001877,85.64142358,35.61714779
DEU,2017,47.25350101,77.85424215,49.45759595,34.48177995,25.09318533,27.1724973,90.33767821,85.38516851,35.59838163
DEU,2018,47.37996426,78.07231777,49.45613162,34.46705473,25.08710924,27.65141827,90.7125134,85.1290765,35.62240897
GHA,2008,24.52823895,35.38489107,58.17051007,20.73061458,12.88199334,4.257145589,56.00923188,77.91212135,12.83015242
GHA,2009,24.81021768,36.10861947,58.66784481,21.08620676,12.61395526,4.6998259,56.93012673,77.77890463,12.24328865
GHA,2010,25.11835305,37.06659218,58.53837896,21.27573923,12.58653162,5.042983417,57.27235036,77.76030846,12.14296325
GHA,2011,25.95448769,37.10891262,59.72594245,21.49474673,12.57802038,5.435570844,57.57233985,77.58920348,14.15316226
GHA,2012,26.27133566,37.72457432,59.89916946,22.36660702,12.84553807,5.89730524,56.9519431,77.03126394,13.5092268
GHA,2013,26.53125686,38.09823992,59.0331741,22.51665209,12.82027199,6.314666528,57.05281413,75.67901722,13.86939494
GHA,2014,26.75166564,37.30460275,59.53141886,22.68467476,12.7925132,7.084952804,54.74419592,75.87836568,13.82981996
GHA,2015,25.95090238,38.07748821,58.9329482,22.93025535,8.807831911,7.790107122,55.46621408,75.93934711,13.83173089
GHA,2016,26.01090408,37.91677098,58.93297334,22.93025535,8.728052194,8.19837018,54.50030003,75.92133298,13.81139083
