country_code,YEARS,GDP_USdollars_millions,GDP_per_capita_Usdollars
GAB,2011,18186.51466,10260.37498
GAB,2012,17171.46726,9349.061096
GAB,2013,17590.67958,9247.418332
GAB,2014,18179.66861,9243.014158
GAB,2015,14372.29038,7085.121978
GAB,2016,14023.82932,6722.169009
GAB,2017,14929.64648,6975.769483
GAB,2018,16867.33232,7694.908751
GAB,2019,16874.40546,7523.862278
GAB,2020,15111.38202,6591.45075
GAB,2021,19002.68496,8116.715962
GMB,2008,1561.766955,857.8582394
GMB,2009,1450.142496,772.1249272
GMB,2010,1543.294945,796.6318386
GMB,2011,1409.693593,705.4774933
GMB,2012,1415.004744,686.5575605
GMB,2013,1375.609459,647.3855373
GMB,2014,1229.461733,561.6496397
GMB,2015,1378.176606,611.6712178
GMB,2016,1467.2548,633.1999829
GMB,2017,1504.954083,632.019763
GMB,2018,1670.686436,683.330812
GMB,2019,1805.852806,719.7835873
GMB,2020,1830.414409,711.1180904
GMB,2021,2013.302275,762.6387638
GEO,2008,13460.18448,3469.389751
GEO,2009,11326.5371,2937.989495
GEO,2010,12243.20209,3190.967257
GEO,2011,15107.49687,3953.122194
GEO,2012,16488.83613,4334.199041
GEO,2013,17190.03748,4540.39436
GEO,2014,17627.39011,4670.453778
GEO,2015,14953.67599,3965.301663
GEO,2016,15141.59862,4015.156976
GEO,2017,16242.68708,4306.234809
GEO,2018,17599.58539,4665.447805
GEO,2019,17476.97647,4634.805741
GEO,2020,15891.60371,4219.8553
GEO,2021,18349.05374,4882.690633
DEU,2008,3730166.005,45928.11686
DEU,2009,3397586.387,41810.9854
DEU,2010,3396354.076,41762.6845
DEU,2011,3744408.603,45986.89829
DEU,2012,3527344.944,43256.12244
DEU,2013,3732743.446,45699.27079
DEU,2014,3883920.155,47446.56615
DEU,2015,3356235.704,40893.18609
DEU,2016,3467498.002,42116.33755
DEU,2017,3690849.153,44670.22228
DEU,2018,3977289.455,47978.86583
DEU,2019,3888326.789,46763.84513
DEU,2020,3846413.929,46159.37408
DEU,2021,4227730.185,50687.00969
GHA,2008,37761.13094,1552.289562
GHA,2009,34385.60571,1378.1385
GHA,2010,42587.4188,1665.215512
GHA,2011,52369.94034,1998.399536
GHA,2012,55512.76998,2066.840236
GHA,2013,63702.35091,2314.294978
GHA,2014,54722.86533,1940.777789
GHA,2015,50033.91174,1733.019897
GHA,2016,56165.1729,1900.405937
GHA,2017,60403.02757,1998.626958
GHA,2018,67277.02764,2179.320722
GHA,2019,68353.47745,2168.417252
GHA,2020,68532.17975,2129.624791
GHA,2021,76190.58224,2320.546715
GRC,2008,354473.9332,32010.6557
GRC,2009,329980.3739,29847.63179
GRC,2010,296835.3479,26902.40944
GRC,2011,282625.6151,25682.20606
GRC,2012,242043.1553,22076.90745
GRC,2013,238839.7929,21882.78744
GRC,2014,235144.9561,21646.47217
GRC,2015,195604.8612,18100.43113
GRC,2016,193017.0428,17955.50468
GRC,2017,199844.4184,18690.62448
GRC,2018,212049.4591,19942.0723
GRC,2019,205144.1629,19400.76577
GRC,2020,188835.2016,17963.37844
GRC,2021,211477.3381,20246.04579
GTM,2008,38515.20075,2755.129708
GTM,2009,37134.98399,2604.243892
GTM,2010,40682.12624,2797.34496
GTM,2011,46898.39613,3161.664121
GTM,2012,49588.76701,3277.879692
GTM,2013,52996.44787,3436.27111
GTM,2014,57852.15046,3681.628337
GTM,2015,62186.06476,3886.36016
GTM,2016,66053.40265,4054.593728
GTM,2017,71653.75655,4322.031108
GTM,2018,73208.92854,4344.698153
GTM,2019,77020.03189,4502.426638
GTM,2020,77604.63225,4469.613125
GTM,2021,84091.72852,4775.637317
GIN,2008,6964.179242,712.0994216
GIN,2009,6716.904516,670.2612535
GIN,2010,6853.467848,667.2816034
GIN,2011,6785.137289,644.5025556
GIN,2012,7638.045174,707.9676734
GIN,2013,8376.613912,757.6922754
GIN,2014,8778.473634,774.5690388
GIN,2015,8794.202416,756.4255917
GIN,2016,8603.833168,721.1335165
GIN,2017,10324.66826,843.4642781
GIN,2018,11857.03036,944.4172685
GIN,2019,13513.80931,1049.40931
GIN,2020,15489.9858,1173.025848
GIN,2021,17785.90994,1314.368422
GUY,2008,3025.188904,4011.388854
GUY,2009,3165.661865,4213.814515
GUY,2010,3432.912791,4589.872865
GUY,2011,3691.384743,4960.005299
GUY,2012,4063.088529,5461.390076
GUY,2013,4167.800936,5576.250215
GUY,2014,4127.660158,5495.377084
GUY,2015,4279.840194,5668.429765
GUY,2016,4482.697337,5905.380196
GUY,2017,4748.174334,6220.978568
GUY,2018,4787.637006,6094.909837
GUY,2019,5173.764988,6477.302731
GUY,2020,5471.270983,6863.092395
GUY,2021,7586.914138,9429.810243
HTI,2008,10114.76651,1056.345231
HTI,2009,11343.66254,1165.767603
HTI,2010,11811.68344,1200.023107
HTI,2011,12934.04504,1299.340932
HTI,2012,13587.51314,1344.161915
HTI,2013,14385.50416,1401.931134
HTI,2014,14597.05529,1401.845748
HTI,2015,14227.61636,1346.832984
HTI,2016,13333.35578,1244.497265
HTI,2017,15237.36099,1402.614322
HTI,2018,15822.21444,1436.760766
HTI,2019,14006.80599,1255.040885
HTI,2020,15505.1865,1371.31506
HTI,2021,19208.23897,1677.931705
HND,2008,13881.73163,1713.418134
HND,2009,14587.49623,1762.34916
HND,2010,15839.34459,1874.271704
HND,2011,17710.29186,2053.96157
HND,2012,18528.54461,2107.344314
HND,2013,18499.73889,2064.551616
HND,2014,19756.53366,2164.424516
HND,2015,20979.79169,2257.225284
HND,2016,21717.60896,2295.536694
HND,2017,23136.24805,2403.306094
HND,2018,24067.75047,2457.686012
HND,2019,25089.93711,2519.366193
HND,2020,23827.85969,2354.12148
HND,2021,27886.95173,2713.175295
HUN,2008,158374.389,15800.29241
HUN,2009,131114.2506,13100.18641
HUN,2010,132231.1342,13240.55785
HUN,2011,141999.9602,14266.69998
HUN,2012,128857.3705,12986.8697
HUN,2013,135732.5957,13717.7916
HUN,2014,141078.9848,14296.75721
HUN,2015,125210.3246,12719.13813
HUN,2016,128636.1083,13105.93431
HUN,2017,143136.2456,14622.2401
HUN,2018,160586.8338,16426.03859
HUN,2019,163526.4914,16734.53799
HUN,2020,155808.4362,15979.41334
HUN,2021,180781.9973,18618.5357
ISL,2008,18074.61956,56889.41209
ISL,2009,13154.4162,41262.28418
ISL,2010,13751.16192,43197.41251
ISL,2011,15221.62293,47672.89895
ISL,2012,14751.50813,45957.86059
ISL,2013,16125.06052,49765.019
ISL,2014,17867.66218,54533.7689
ISL,2015,17517.21052,52912.49477
ISL,2016,20793.16803,61944.34507
ISL,2017,24728.28518,71961.53204
ISL,2018,26267.06376,74422.33021
ISL,2019,24857.74045,68901.14156
ISL,2020,21718.07573,59230.73869
ISL,2021,25348.75831,68448.18423
IND,2008,1267470.121,1050.330292
IND,2009,1315230.23,1074.850493
IND,2010,1669619.795,1345.8016
IND,2011,1871918.501,1488.459732
IND,2012,1860877.236,1460.098786
IND,2013,1917053.696,1484.785136
IND,2014,2042939.29,1562.780452
IND,2015,2146758.594,1622.808186
IND,2016,2290591.031,1711.137642
IND,2017,2624329.038,1937.924539
IND,2018,2761338.203,2017.042757
IND,2019,2889949.138,2089.454096
IND,2020,2664748.748,1908.31661
IND,2021,3171346.868,2253.074975
IDN,2008,543253.8728,2283.188055
IDN,2009,574505.1357,2384.023732
IDN,2010,755094.1576,3094.443079
IDN,2011,892969.1045,3613.800888
IDN,2012,917869.9134,3668.212084
IDN,2013,912524.1367,3602.885517
IDN,2014,890814.7555,3476.624854
IDN,2015,860854.2327,3322.581679
IDN,2016,931877.364,3558.818852
IDN,2017,1015618.744,3839.785075
IDN,2018,1042271.533,3902.661675
IDN,2019,1119091.262,4151.195619
IDN,2020,1058423.841,3893.29708
IDN,2021,1185330.664,4329.924555
IRN,2008,430445.2344,5870.903751
IRN,2009,439380.4182,5911.794202
IRN,2010,523803.5561,6949.406477
IRN,2011,649566.7408,8508.533691
IRN,2012,648486.4013,8386.563279
IRN,2013,577535.5194,7360.991721
IRN,2014,472394.8131,5907.765574
IRN,2015,417210.1989,5100.940322
IRN,2016,466083.1179,5594.817006
IRN,2017,503710.0105,5960.707147
IRN,2018,526365.3931,6147.867105
IRN,2019,653592.8189,7550.382303
IRN,2020,939316.2364,10760.84499
IRN,2021,1410912.236,16047.05599
IRQ,2008,123638.473,4231.530589
IRQ,2009,128635.8198,4246.942781
IRQ,2010,138516.7226,4430.426242
IRQ,2011,185749.6644,5736.898959
IRQ,2012,218000.9925,6437.459098
IRQ,2013,234637.6751,6612.902252
IRQ,2014,228415.6562,6215.986033
IRQ,2015,166774.1049,4416.942923
IRQ,2016,166602.4887,4305.202702
IRQ,2017,187217.652,4725.193371
IRQ,2018,227367.469,5601.467061
IRQ,2019,235097.2081,5656.335366
IRQ,2020,166756.9844,3918.439906
IRQ,2021,202449.3033,4650.415782
IRL,2008,274337.074,61615.66053
IRL,2009,235495.2796,52334.70338
IRL,2010,221659.743,48990.07158
IRL,2011,238662.8334,52516.84033
IRL,2012,225509.7091,49404.58734
IRL,2013,238211.5472,51911.15019
IRL,2014,258625.193,55953.23428
IRL,2015,291462.7997,62468.45094
IRL,2016,298725.2292,63345.77152
IRL,2017,335430.8301,70293.60707
IRL,2018,385041.7113,79644.46246
IRL,2019,399122.0636,81519.71298
IRL,2020,425888.9514,86105.68234
IRL,2021,487449.3619,97753.29797
ISR,2008,216710.1343,30632.47727
ISR,2009,207951.4995,28883.34414
ISR,2010,234654.6714,32019.70833
ISR,2011,262293.7926,35161.20885
ISR,2012,258417.1957,34037.61693
ISR,2013,294167.3236,38071.65249
ISR,2014,310945.0735,39541.09395
ISR,2015,300078.2586,37473.34886
ISR,2016,319024.6334,39100.90471
ISR,2017,355277.448,42756.82507
ISR,2018,373641.2905,44184.00539
ISR,2019,397934.6037,46228.89733
ISR,2020,407100.8545,46486.02522
ISR,2021,468731.8273,52666.14832
ITA,2008,2398945.461,40506.14997
ITA,2009,2191109.883,36786.52405
ITA,2010,2134017.843,35672.525
ITA,2011,2291991.046,38183.3352
ITA,2012,2087077.032,34674.7301
ITA,2013,2141315.327,35503.61554
ITA,2014,2159133.92,35793.00433
ITA,2015,1835899.237,30480.00436
ITA,2016,1875797.464,31201.60237
ITA,2017,1961796.197,32694.40623
ITA,2018,2091932.426,34936.91364
ITA,2019,2009383.867,33642.28092
ITA,2020,1888709.444,31742.70697
ITA,2021,2095083.221,35365.82689
JAM,2008,13709.40461,5056.259177
JAM,2009,12120.45932,4452.12124
JAM,2010,13220.54575,4835.789564
JAM,2011,14444.83023,5259.993187
JAM,2012,14806.90247,5365.17547
JAM,2013,14286.52375,5151.770347
JAM,2014,13899.22283,4991.563365
JAM,2015,14197.70311,5080.687975
JAM,2016,14077.10252,5022.702262
JAM,2017,14808.98527,5273.149061
JAM,2018,15730.7922,5594.493348
JAM,2019,15830.76295,5626.169187
JAM,2020,13812.42186,4897.26477
JAM,2021,14885.1418,5264.054929
JPN,2008,5106679.413,39871.75039
JPN,2009,5289493.735,41286.41789
JPN,2010,5759071.769,44955.71908
JPN,2011,6233147.172,48693.70158
JPN,2012,6272362.996,49058.91331
JPN,2013,5212328.181,40823.71638
JPN,2014,4896994.405,38414.80883
JPN,2015,4444930.652,34930.43664
JPN,2016,5003677.628,39400.94226
JPN,2017,4930837.369,38928.9526
JPN,2018,5036891.741,39894.31858
JPN,2019,5148781.948,40931.0224
JPN,2020,5057758.959,40382.99821
JPN,2021,4953196.811,39748.78619
JOR,2008,22658.73036,3416.126068
JOR,2009,24537.87612,3618.892627
JOR,2010,27133.80425,3914.701234
JOR,2011,29524.14916,4152.493982
JOR,2012,31634.56167,4386.461816
JOR,2013,34454.44018,4477.618326
JOR,2014,36847.64359,4255.89431
JOR,2015,38587.01794,4064.253016
JOR,2016,39892.55115,4003.404749
JOR,2017,41408.4507,4053.539531
JOR,2018,42932.39437,4104.488382
JOR,2019,44502.8169,4159.653754
JOR,2020,43697.1831,3998.380332
JOR,2021,45780.95584,4106.549536
KAZ,2008,133441.6492,8238.910207
KAZ,2009,115308.6872,7030.00202
KAZ,2010,148047.3482,8903.584287
KAZ,2011,192626.4642,11421.72619
KAZ,2012,207998.5689,12161.6221
KAZ,2013,236634.6039,13642.23798
KAZ,2014,221415.614,12585.94039
KAZ,2015,184388.4044,10338.04357
KAZ,2016,137278.3201,7593.435165
KAZ,2017,166805.789,9107.697679
KAZ,2018,179339.9775,9674.129883
KAZ,2019,181667.1158,9686.713055
KAZ,2020,171082.2853,9014.17856
KAZ,2021,190722.4435,9935.289833
KEN,2008,39324.98748,1003.523945
KEN,2009,40557.88715,1004.792415
KEN,2010,43819.59874,1055.438835
KEN,2011,45959.95592,1077.982894
KEN,2012,55224.26778,1262.967406
KEN,2013,60358.41632,1347.515638
KEN,2014,67316.28907,1468.766152
KEN,2015,70120.44666,1496.653568
KEN,2016,74815.1438,1562.076611
KEN,2017,82064.79841,1676.56633
KEN,2018,92202.97994,1845.783413
KEN,2019,100554.2057,1973.529816
KEN,2020,101013.7454,1943.10339
KEN,2021,107041.3337,2019.433897
KOR,2008,1047339.042,21639.85072
KOR,2009,943941.8762,19427.46166
KOR,2010,1144066.977,23437.73161
KOR,2011,1253223.016,25487.61696
KOR,2012,1278427.605,25756.99802
KOR,2013,1370795.179,27362.14845
KOR,2014,1484318.173,29358.69517
KOR,2015,1465773.246,28743.80749
KOR,2016,1500111.551,29236.25061
KOR,2017,1623901.466,31524.94267
KOR,2018,1724755.499,33375.75394
KOR,2019,1651222.574,31874.52755
KOR,2020,1637895.757,31592.35317
KOR,2021,1798528.323,34700.4341
KWT,2008,147380.2802,55595.68913
KWT,2009,105967.8435,37905.90171
KWT,2010,115416.0475,39212.3982
KWT,2011,154040.737,48997.87266
KWT,2012,174047.1996,51270.83296
KWT,2013,174167.6267,47762.72232
KWT,2014,162656.2261,43241.41801
KWT,2015,114584.5703,29314.94096
KWT,2016,109406.5001,27026.72996
KWT,2017,120687.7507,29258.31745
KWT,2018,138202.3599,32012.14679
KWT,2019,136191.6327,30666.19367
KWT,2020,105948.7652,24297.70115
KWT,2021,138827.7462,32664.47587
KGZ,2008,5139.958956,961.5640612
KGZ,2009,4690.061344,866.2703567
KGZ,2010,4794.361821,874.2814385
KGZ,2011,6197.765942,1116.244756
KGZ,2012,6605.142864,1172.798563
KGZ,2013,7335.033799,1282.447216
KGZ,2014,7468.102369,1284.411209
KGZ,2015,6678.177483,1129.027906
KGZ,2016,6813.095396,1132.063295
KGZ,2017,7702.938395,1258.390778
KGZ,2018,8271.106196,1329.013284
KGZ,2019,8871.019823,1402.83375
KGZ,2020,7735.934995,1204.060188
KGZ,2021,8482.457623,1299.44724
LAO,2008,5731.763439,934.1416696
LAO,2009,6056.946699,972.2335081
LAO,2010,7313.450659,1156.566063
LAO,2011,8741.715072,1362.417326
LAO,2012,10191.35507,1565.780232
LAO,2013,11942.23383,1809.225968
LAO,2014,13268.42171,1982.89067
LAO,2015,14390.44613,2120.164695
LAO,2016,15805.69248,2293.550997
LAO,2017,17071.17271,2439.464874
LAO,2018,18141.66442,2553.363701
LAO,2019,18740.56151,2598.505795
LAO,2020,19082.03057,2607.048826
LAO,2021,19191.33703,2584.672013
LVA,2008,35852.15271,16672.225
LVA,2009,26413.37478,12422.42843
LVA,2010,23964.00339,11403.12219
LVA,2011,27711.8557,13342.4182
LVA,2012,28175.71597,13719.91724
LVA,2013,30200.88194,14866.39925
LVA,2014,31345.14867,15586.5444
LVA,2015,27252.12863,13681.09652
LVA,2016,28064.53335,14220.86377
LVA,2017,30483.80602,15593.84039
LVA,2018,34429.02344,17786.98586
LVA,2019,34308.78383,17901.27798
LVA,2020,33707.32082,17768.26403
LVA,2021,38853.08053,20733.59656
LBN,2008,29118.91611,5957.696754
LBN,2009,35399.58293,7149.791498
LBN,2010,38443.90704,7695.245415
LBN,2011,39927.12596,7914.109568
LBN,2012,44035.99189,8503.886845
LBN,2013,46909.33555,8260.356813
LBN,2014,48133.41484,7671.468154
LBN,2015,50065.94609,7824.099943
LBN,2016,51389.31829,8210.967674
LBN,2017,53324.80096,8728.531899
LBN,2018,55276.15755,9288.800714
LBN,2019,53556.29782,9262.739408
LBN,2020,63545.99816,11221.41307
LBY,2008,86710.719,13921.89594
LBY,2009,60800.76322,9559.581343
LBY,2010,75417.83752,11617.0636
LBY,2011,48236.34402,7794.97658
LBY,2012,92514.19097,15760.85858
LBY,2013,75203.03863,12564.78894
LBY,2014,57144.59624,9371.401753
LBY,2015,48522.03295,7835.94824
LBY,2016,49806.99346,7928.277542
LBY,2017,66121.84998,10366.752
LBY,2018,76231.11281,11768.06866
LBY,2019,59830.23858,9107.845501
LBY,2020,29153.29214,4381.356516
LBY,2021,47093.69783,6992.095178
LTU,2008,47842.63519,14837.78738
LTU,2009,37386.78227,11755.07912
LTU,2010,37138.46473,11831.23286
LTU,2011,43582.24887,14059.70611
LTU,2012,42943.44216,14018.49881
LTU,2013,46514.47118,15360.49143
LTU,2014,48574.53194,16218.93687
LTU,2015,41418.87298,13975.08675
LTU,2016,43018.08724,14663.55904
LTU,2017,47758.73693,16443.29802
LTU,2018,53750.91187,18688.6369
LTU,2019,54697.37902,19198.23993
LTU,2020,56546.95748,20050.21421
LTU,2021,65253.95992,23416.62444
LUX,2008,58607.06181,119940.3682
LUX,2009,54248.94523,108962.5066
LUX,2010,56159.19276,110752.3473
LUX,2011,61615.545,118901.6434
LUX,2012,59779.80278,112667.7211
LUX,2013,65184.74472,120030.981
LUX,2014,68713.29439,123569.7268
LUX,2015,60047.43068,105455.8957
LUX,2016,62174.65037,106581.887
LUX,2017,65712.18034,110203.0082
LUX,2018,71285.0194,117261.8769
LUX,2019,70195.7155,113223.8267
LUX,2020,73353.13279,116359.8495
LUX,2021,84977.29278,132918.0377
MDG,2008,10725.13772,522.8306219
MDG,2009,9616.879408,455.4073737
MDG,2010,9982.711338,459.375408
MDG,2011,11551.81962,516.9025392
MDG,2012,11578.97506,504.1737378
MDG,2013,12423.55546,526.6880197
MDG,2014,12522.9574,517.1361832
MDG,2015,11323.0207,455.6380345
MDG,2016,11848.61386,464.6161584
MDG,2017,13176.31359,503.4980587
MDG,2018,13760.03328,512.5439915
MDG,2019,14104.66468,512.2796656
MDG,2020,13008.30733,460.8760233
MDG,2021,14109.99866,487.9709497
MWI,2008,5321.011778,383.0981156
MWI,2009,6191.126455,432.978243
MWI,2010,6959.657612,472.8535173
MWI,2011,8405.772738,554.9795702
MWI,2012,6310.237537,404.989146
MWI,2013,6127.678293,382.3877897
MWI,2014,7255.818612,440.3346027
MWI,2015,8215.964597,485.0341065
MWI,2016,7123.811133,409.2821454
MWI,2017,8943.543794,500.1655537
MWI,2018,9877.060547,537.7353801
MWI,2019,11146.1237,590.7629518
MWI,2020,11762.38776,607.0264094
MWI,2021,12118.14291,609.265968
MYS,2008,230811.5913,8343.302548
MYS,2009,202257.4582,7167.877376
MYS,2010,255017.6452,8880.14604
MYS,2011,297951.6677,10209.37191
MYS,2012,314443.0612,10601.51091
MYS,2013,323276.2817,10727.67055
MYS,2014,338066.2029,11045.58364
MYS,2015,301354.7837,9699.58491
MYS,2016,301255.3321,9555.647334
MYS,2017,319109.1032,9979.704757
MYS,2018,358712.378,11071.6188
MYS,2019,364684.0318,11117.05309
MYS,2020,336664.4283,10140.49697
MYS,2021,370217.8565,11026.9627
MDV,2008,2271.646188,6743.130963
MDV,2009,2345.294879,6719.330268
MDV,2010,2588.176058,7158.061421
MDV,2011,2774.350161,7409.331698
MDV,2012,2886.163937,7447.415451
MDV,2013,3295.00923,8222.558019
MDV,2014,3697.304619,8872.012198
MDV,2015,4109.416452,9434.311914
MDV,2016,4379.134275,9640.319196
MDV,2017,4754.185598,10063.00371
MDV,2018,5300.958485,10823.62817
MDV,2019,5607.747339,11115.27932
MDV,2020,3742.777384,7275.468345
MDV,2021,4490.588079,8611.617218
MLI,2008,9750.823479,670.1082452
MLI,2009,10181.02197,677.2613031
MLI,2010,10678.749,687.6569345
MLI,2011,12978.10717,809.1223441
MLI,2012,12442.74702,753.4352315
MLI,2013,13245.77667,778.9785321
MLI,2014,14388.38546,819.7662911
MLI,2015,13094.84923,722.9567972
MLI,2016,14026.04833,750.051809
MLI,2017,15365.71306,795.6828021
MLI,2018,17070.86758,856.3565959
MLI,2019,17281.79553,840.2508517
MLI,2020,17331.94249,816.6184427
MLI,2021,19021.67212,868.3719189
MLT,2008,9090.713187,21990.06095
MLT,2009,8695.780707,20928.47342
MLT,2010,9027.012209,21556.78669
MLT,2011,9626.120009,22726.10733
MLT,2012,9462.367398,22010.26594
MLT,2013,10547.9694,24108.26672
MLT,2014,11610.37964,26006.52637
MLT,2015,11087.00787,24282.781
MLT,2016,11688.15201,24990.43631
MLT,2017,13510.30906,28176.00332
MLT,2018,15328.31716,31181.35414
MLT,2019,15725.93012,31224.85555
MLT,2020,14911.25598,28933.78192
MLT,2021,16372.33315,31081.90852
MRT,2008,5206.437123,1610.236957
MRT,2009,4714.59549,1418.940825
MRT,2010,5628.878865,1646.130447
MRT,2011,6764.627665,1919.452248
MRT,2012,6728.208835,1850.384967
MRT,2013,7223.071177,1929.775661
MRT,2014,6581.015977,1712.390846
MRT,2015,6166.86396,1562.726853
MRT,2016,6398.747532,1579.200702
MRT,2017,6800.135962,1634.642174
MRT,2018,7352.533586,1721.61775
MRT,2019,7889.655285,1799.709635
MRT,2020,7915.985515,1759.653776
MRT,2021,9203.236875,1994.212075
MUS,2008,9990.356849,7831.372698
MUS,2009,9128.843109,7132.644233
MUS,2010,10003.67069,7795.088317
MUS,2011,11518.41343,8955.132207
MUS,2012,11668.69653,9054.309833
MUS,2013,12129.65876,9397.80223
MUS,2014,12803.43896,9908.915834
MUS,2015,11692.28707,9041.688854
MUS,2016,12232.46939,9453.872323
MUS,2017,13259.34821,10240.92712
MUS,2018,14181.93016,10948.07641
MUS,2019,14045.80822,10835.48234
MUS,2020,10920.59891,8414.519419
MUS,2021,11063.69673,8517.644907
MEX,2008,1109987.401,10119.82106
MEX,2009,900047.0157,8104.922573
MEX,2010,1057800.584,9399.964588
MEX,2011,1180487.188,10341.4999
MEX,2012,1201093.819,10376.09077
MEX,2013,1274443.91,10865.68724
MEX,2014,1315356.131,11076.13411
MEX,2015,1171870.073,9753.400562
MEX,2016,1078493.059,8875.082069
MEX,2017,1158912.015,9434.378179
MEX,2018,1222346.161,9856.528543
MEX,2019,1268868.332,10144.02348
MEX,2020,1073438.817,8519.470503
MEX,2021,1278324.423,10088.97069
MDA,2008,7266.815625,1906.088997
MDA,2009,6528.290074,1741.113216
MDA,2010,6974.982393,1896.310408
MDA,2011,8414.351672,2340.48867
MDA,2012,8709.138748,2483.223397
MDA,2013,9496.717702,2779.638318
MDA,2014,9510.198962,2848.784233
MDA,2015,7745.241913,2363.236185
MDA,2016,8071.469355,2502.685744
MDA,2017,9669.741743,3040.315517
MDA,2018,11457.44317,3646.733796
MDA,2019,11971.34502,3849.937183
MDA,2020,11914.35363,3862.218654
MDA,2021,13211.6856,4315.420451
MNG,2008,6520.09735,2475.465861
MNG,2009,5314.958099,1993.074657
MNG,2010,7189.48318,2660.288612
MNG,2011,10409.8263,3793.754194
MNG,2012,12292.75623,4402.299364
MNG,2013,12582.09462,4422.29104
MNG,2014,12226.53982,4211.948099
MNG,2015,11749.62813,3963.110579
MNG,2016,11186.73486,3692.534007
MNG,2017,11425.7551,3690.453614
MNG,2018,13108.75999,4143.109126
MNG,2019,13996.71919,4330.091971
MNG,2020,13137.12849,3987.793741
MNG,2021,15358.26835,4587.595114
MNE,2008,4545.842916,7198.872015
MNE,2009,4159.079832,6589.351141
MNE,2010,4138.958868,6558.906936
MNE,2011,4538.508593,7183.594169
MNE,2012,4087.788971,6457.282227
MNE,2013,4464.52766,7042.441565
MNE,2014,4587.712603,7232.785747
MNE,2015,4053.084542,6393.220681
MNE,2016,4373.94508,6906.985207
MNE,2017,4856.612346,7679.191234
MNE,2018,5506.908975,8720.984036
MNE,2019,5542.182456,8791.588867
MNE,2020,4789.456724,7613.817585
MNE,2021,5667.915766,9027.370422
MAR,2008,92506.95939,2924.197338
MAR,2009,92897.32038,2899.156664
MAR,2010,93217.22195,2871.326338
MAR,2011,101370.7876,3080.83257
MAR,2012,98265.83544,2946.310192
MAR,2013,106825.6001,3160.19095
MAR,2014,110080.7682,3214.168127
MAR,2015,101179.3078,2917.473229
MAR,2016,103311.9017,2942.750017
MAR,2017,109682.7519,3087.21
MAR,2018,118096.1969,3287.068702
MAR,2019,119870.737,3301.823212
MAR,2020,114724.4936,3126.964664
MAR,2021,130255.2967,3513.14179
MOZ,2008,12556.17324,574.7697436
MOZ,2009,11914.47151,531.0269672
MOZ,2010,11104.64906,481.2681969
MOZ,2011,14381.55218,605.2734578
MOZ,2012,16350.81427,667.7178213
MOZ,2013,16974.3144,672.2039927
MOZ,2014,17716.09147,680.3753161
MOZ,2015,15950.97885,594.2268999
MOZ,2016,11936.99339,430.9929559
MOZ,2017,13219.07958,462.699973
MOZ,2018,14845.40059,504.535826
MOZ,2019,15390.03104,508.1634038
MOZ,2020,14028.81107,449.9552098
MOZ,2021,16095.24597,501.7679285
MMR,2008,27926.2672,573.0876619
MMR,2009,35792.93278,730.2320169
MMR,2010,44847.43558,908.0084728
MMR,2011,60983.27877,1224.698548
MMR,2012,65032.40908,1294.997202
MMR,2013,66022.60995,1303.54949
MMR,2014,70085.08532,1372.268308
MMR,2015,63835.16884,1239.904282
MMR,2016,66970.65762,1290.569013
MMR,2017,68209.18234,1304.481669
MMR,2018,73617.22876,1397.812805
MMR,2019,74278.687,1400.422136
MMR,2020,70283.80301,1315.604562
MMR,2021,49254.93235,915.5517946
NAM,2008,8486.697952,4163.10104
NAM,2009,8876.218195,4292.343266
NAM,2010,11282.15876,5374.322208
NAM,2011,12409.57491,5819.698038
NAM,2012,13016.20176,6005.251175
NAM,2013,12161.82978,5516.795016
NAM,2014,12424.23736,5539.113606
NAM,2015,11335.16175,4965.673055
NAM,2016,10722.01874,4614.892079
NAM,2017,12887.50127,5450.334513
NAM,2018,13681.02175,5686.966574
NAM,2019,12565.5192,5135.818371
NAM,2020,10710.34689,4302.902853
NAM,2021,12602.23938,4980.82501
NPL,2008,12840.24955,477.6604182
NPL,2009,14179.39334,524.6392235
NPL,2010,18364.61113,676.1248762
NPL,2011,21111.60473,774.2718329
NPL,2012,20639.06074,755.1605069
NPL,2013,20961.66197,765.5395016
NPL,2014,22430.48921,816.7796459
NPL,2015,23667.15789,857.1850527
NPL,2016,24288.43149,871.7658856
NPL,2017,29443.01418,1044.692515
NPL,2018,31731.89006,1113.137498
NPL,2019,34268.25439,1188.528887
NPL,2020,33078.66723,1127.094199
NPL,2021,36733.31279,1223.017355
NLD,2008,948032.7737,57593.46456
NLD,2009,868024.955,52492.38247
NLD,2010,846554.8949,50944.75142
NLD,2011,904085.9808,54132.11367
NLD,2012,838971.307,49982.50594
NLD,2013,876923.5189,51989.40052
NLD,2014,890981.3111,52552.61616
NLD,2015,765264.9498,44906.99752
NLD,2016,783528.1817,45754.79301
NLD,2017,833869.6417,48460.51296
NLD,2018,914043.4382,52877.54352
NLD,2019,910194.3476,52420.69996
NLD,2020,913865.3958,52416.89799
NLD,2021,1006524.999,57510.14067
NZL,2008,133128.8612,31249.15321
NZL,2009,121374.6991,28207.74222
NZL,2010,146517.5412,33710.57225
NZL,2011,168291.3571,38411.55544
NZL,2012,176206.6597,39953.58569
NZL,2013,190905.7551,42893.9621
NZL,2014,201313.4972,44595.65819
NZL,2015,178064.4711,38789.01647
NZL,2016,188838.3425,40453.09893
NZL,2017,206623.7588,43534.08938
NZL,2018,211953.111,43805.3058
