"MEASURE - Productive Capacities Index"

CATEGORY,"Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change"
"San Marino",37.149005118,37.2805519678,37.2596915276,37.4209771921,37.7343444396,37.9040832609,38.0437917282,38.2359594976,38.6927116824,38.6094520379,36.4283825966,36.3485632647,36.519334767,36.5372778926,36.538800695,36.5355508127,36.6887762941,36.6070012954,36.6624699562,44.4538074113,45.225445545,45.0587994849,45.6220003739,46.317165253,46.4398032657,46.7983994204,47.273661043,47.64480467,47.7566034784,47.8990515704,47.5209791865,47.9399019478,47.8455088727,47.5796489213,47.3044543874,47.1880106076,47.2055141532,47.2659374724,45.6203043832,45.28674255,45.2704397701,45.3101718764,45.3146710136,45.3818821197,45.2716017421,45.0557133752,45.3703997956,45.0185026753,44.9449396498,45.1243793771,44.979916584,44.1712472024,44.1410760766,44.138964477,44.1466757779,44.1667801273,44.1698536031,25.2417666739,25.277846459,25.5393042702,25.4150325819,25.6682779292,25.618243943,25.8392647531,25.6971666864,26.6363557283,26.0561653342,26.6127087314,26.3754070522,26.1350704445,26.5111715371,26.3246105274,26.453293295,26.4911097595,26.5015360146,26.5092644018,24.723634142,24.733520942,24.8460092368,24.9110226445,24.9855508241,25.0854944061,25.1955570579,25.2270565429,25.3066622969,25.227134866,25.5287665596,25.3661504452,25.2606495614,25.2067119499,25.1612015864,25.1201000782,25.1080624675,25.0749996891,25.0419075246,23.4481214072,24.0914342863,23.3047619898,24.2486482719,24.9504490177,25.6962735456,26.2403375899,26.771245916,27.3071656963,27.6061442484,16.8285588287,16.8347859062,17.3362000371,17.645312156,17.8230674788,18.0954329942,18.2222465507,18.4506101579,18.6677912096,61.0913108562,61.6657587552,62.4794601714,62.5313321699,63.0559674096,62.2244103286,61.9194689398,62.212147455,63.2317455835,63.0956861308,62.6351350201,62.3309751196,62.8806931281,62.9400001807,63.1387885,62.2186004265,62.250845848,62.3380003094,62.3718084995,81.80212670269999,81.9019982783,82.0708385189,82.17870172480001,82.4861841021,83.26832851659999,83.7733439478,85.1530233899,85.490512006,85.6447235024,85.8340560549,85.9218002304,85.94876704390001,85.76135810450001,85.5920751096,85.5231302688,85.4058614801,85.35527040220001,85.31572685970001,24.4582966682,23.9484540012,24.015033398,23.5789381021,23.5311005162,23.6282903574,23.3725928919,23.3298080296,23.3563938548,23.4228730082,23.4351590997,23.557692616,23.7185429266,23.6110778433,23.7118028514,23.7644177299,24.456141161,23.709305948,23.7095916279
"Sao Tome and Principe",20.9091506389,21.2328396583,20.8336257883,23.55900884,24.3239952854,24.2473796648,24.1598805842,24.8300536722,24.471220926,24.9925678781,25.4050828227,25.6120099099,25.8578493101,25.4013666138,25.8845699577,25.9789318378,26.2610715257,26.5867238875,26.7282006593,37.058153363,38.4592891928,38.4415963506,39.2959303844,38.8623405337,39.0497564328,37.9719920066,38.0913489439,36.7953990182,38.3940414062,37.7215241664,38.2663643579,40.7410669051,42.109164455,41.7683529449,42.769259538,42.8981762312,43.3019176013,43.7172123641,14.6077371504,14.9550704128,15.0217084792,39.8042881375,41.8512801751,44.0690828718,44.8077915755,45.4210810962,45.6019153125,46.2759046024,45.8054988307,46.354472029,46.305801827,46.4570247793,46.4369157555,46.6859832736,46.7559777487,46.7235326681,46.703952001,16.7679217634,16.8764730519,16.3638512592,16.8127732857,17.2824100176,17.6095401509,17.5857868044,19.227234824,18.9201057002,18.6656673425,19.2776883651,18.6091150067,18.1225851666,17.1487666892,19.2952214549,19.338240968,19.3365480886,19.4474597227,19.5583713568,17.8920059418,17.856738398,17.7979001222,17.7943077979,17.8564448672,17.871362108,15.7911373372,15.7974547511,15.7442938862,15.7053233988,16.1176482295,16.0811453297,16.4800608603,15.7879375556,15.7699084568,14.293183641,15.2299294561,15.2299294561,15.2299294561,3.3639075578,3.532373912,3.6958554766,3.9239450891,4.1480835365,4.2268305834,4.3723953155,4.5800610613,4.9252749528,5.3301615651,5.7451104654,5.954868528,6.2219699809,6.2048328962,6.1699456,6.8540733832,6.8077772705,6.9855493168,7.1729520339,56.6664560434,54.8238209316,52.9811858199,49.8080040246,49.1427449263,47.0156420232,48.6209021441,48.5326195019,47.8585020043,47.2166851259,45.9055629428,47.0933160782,46.4024528822,46.2852101727,47.373099927,47.443652907,48.6697469421,48.5133729499,48.4204979483,71.05998385620001,71.05998385620001,71.0600563357,71.0602919823,71.06060984059999,71.0609741685,71.0611626699,71.06135380790001,71.06114522919999,71.0615141004,71.00410140290001,75.178990042,75.39355977290001,75.7781878081,75.80673696620001,75.8067318664,75.8066585876,75.8065760572,75.806493562,16.6069902129,17.3192876683,15.1663697196,14.6018936598,16.8541342105,15.623276574,16.262652795,17.4058412667,15.3603097271,16.3420888383,17.2605371216,16.5451159299,16.2963121654,15.0367440362,15.41051077,15.2500580549,15.2466681576,16.2160888122,16.2662530995
"Saudi Arabia",26.5314317923,26.955078981,27.2880289384,27.6448096503,27.7348056889,28.3189838321,28.7264576206,29.7933520307,30.5170685456,30.9277160857,31.7585509441,33.3872380022,34.0429631106,34.2875368325,34.5625501764,34.7387025705,35.0948486123,34.62963273,34.733973977,40.9423733341,41.5561288737,41.7250461439,41.867420641,41.8640976188,42.2019425155,42.675695538,43.0462864222,43.1457204802,44.4696378817,48.2622313122,49.2692913633,50.4222114792,51.4735405613,52.6965362667,52.8976919058,53.1552009506,53.2154046565,53.4044023537,70.2168158655,68.3580122684,67.909837745,69.456968105,70.7600897845,73.0954765438,73.038920469,72.1936766913,73.8796871995,69.102732343,70.6242322528,72.4515261705,71.91677814240001,71.1097566639,70.1620897665,66.21172470729999,66.21168779840001,67.6337845923,68.5136898338,34.2696755966,34.590372019,34.4154592611,35.0455726642,34.4820919567,34.0383912287,34.8149235336,34.9034721926,35.1500854071,35.3580368496,35.5357103184,35.4258517569,35.9536840845,36.7379958565,37.636359737,37.6363619114,37.6363619114,37.7849864396,37.9759295427,9.3261408341,9.489468712600001,9.621670585,9.746515472200001,9.961229120500001,10.1290290751,10.1781998526,10.3215942846,10.3689964063,10.8659557864,10.7162919531,16.3961514644,16.6112446728,16.4994609301,16.4383276652,15.8605404622,17.0332317054,16.0213294695,16.0385955995,4.5339678936,4.8882330853,5.2754106939,5.5475731872,5.8796817807,6.4720316184,7.4374006742,9.033829922100001,10.2785359533,11.343194864,12.1434666599,12.9197857072,13.4922887424,14.0056476421,13.7320870524,14.2429998699,13.8221860195,13.807862736,13.7412786661,47.6541847525,48.109152263,48.5641197736,49.0025149068,46.0403043285,47.444277006,45.6119823516,46.8528493532,48.3095263437,47.4665848065,49.4731771247,44.8084689392,47.957361521,48.2599916734,49.2471179765,48.1301092209,51.2600158981,49.9915166285,50.0720410039,77.3027784646,77.4469012055,77.54069280260001,77.5045940727,77.71263083789999,78.0688060362,78.702780358,80.5306086643,81.7939787966,81.5660981267,81.54446738519999,81.288848265,81.0100669455,80.7238283895,80.6521668411,81.2822787221,81.5083468775,81.7019802109,81.8878832509,15.9987040473,16.4104153177,16.4946190553,16.2999176536,16.3561376295,16.2240597427,15.7251581554,16.2680604719,15.9415758518,16.1448807976,16.2745042252,15.8238253966,15.8906348675,15.7797332596,16.3216099682,18.2052783935,17.6605538214,16.8309584342,16.8719214104
"Senegal",21.4279340135,21.7777169326,22.3385418769,22.0040841319,22.4599427722,22.7238170563,22.9691490919,23.2845570563,23.0945515112,23.6884843302,23.7472405746,24.2327417552,24.8870640501,25.2733019303,25.7517172437,25.8979176169,26.0292006286,26.1587187312,26.3068640411,28.1042533466,29.3383121791,29.4455197358,30.5457468821,31.3273620333,31.5606546699,32.0625791497,32.1580151392,33.1238144064,33.7676614195,34.4591931266,35.296596993,35.7763823388,36.3832510723,37.088662068,37.6906945481,37.6238017245,38.2301581414,39.2098914122,50.7252545059,50.6179030018,50.4199834963,50.5603411408,50.3255886354,50.3593582886,49.8709601053,50.0660699344,51.0852311431,51.5020327812,51.523984428,51.1486614648,51.5066725127,51.3268924134,51.2452844566,51.5731069835,51.5732526386,51.6051581281,51.6013244737,16.9226640927,17.7436804161,19.2984058474,17.4683342572,18.3217114166,19.4601293896,20.3444906922,21.7627504544,19.6192369869,21.4416118474,21.6933216329,22.0302081512,21.903853684,22.4695843495,23.4412138205,23.4847907411,23.4847907411,24.0501021147,24.2388081838,9.080805999700001,8.858664552600001,9.064876034799999,8.811721575,8.8909996795,8.933254566100001,8.9126276823,8.7999744049,8.8124820497,8.823826862700001,8.5867747281,8.597318425699999,9.199893533899999,9.145141004299999,9.0981300734,9.0652725347,9.205021044800001,9.1197337309,9.0058113026,3.056700376,3.12654775,3.1664210266,3.2773631917,3.4958102037,3.6661187592,3.9790901453,4.1658476769,4.4676426748,4.7810278241,5.0904373489,5.3405369905,5.7025467874,6.0612297274,6.4378719213,6.6832583524,6.8670705922,7.0874786403,7.3214384554,52.87285222,54.3871334509,55.9014146818,52.5472810503,53.9929648762,52.6766856806,49.7967605521,47.5021648311,48.9717092733,46.9560912745,45.3428980638,46.85846534,50.4550512814,51.6230940863,52.949240072,53.0130085028,52.3007814147,52.0494818844,51.7768040255,73.9758021168,73.8281399235,73.8509597122,73.89393861400001,73.9481994755,74.0183882625,74.0162720126,74.0018085259,76.61416139390001,77.4759289039,77.5744797135,78.0753853188,78.09816023889999,78.24954872310001,78.5492281046,78.5486092692,78.57748360380001,78.6073527004,78.64200894210001,16.9698378327,17.2649127656,18.2635728728,18.1664360246,18.0645527906,18.0013076367,18.2200014371,19.1362482254,16.5016530981,17.3252067995,17.0785621278,17.7985484915,17.6364740307,17.7164763986,17.8187921696,17.570517894,17.7995966421,17.4727840869,17.4211088364
"Serbia","_","_","_","_","_","_","_","_",33.392418469,33.7855408905,34.0171883913,34.3973733134,34.432029937,34.5756504274,34.8892575735,35.1619433529,35.13158964,35.4161872707,35.6471245429,"_","_","_","_","_","_","_","_",56.6009446433,57.2197132826,57.0953916991,57.5586273714,58.5020987552,58.4426263983,59.0560383236,59.934556878,60.3615078991,60.9319870411,61.5024661832,"_","_","_","_","_","_","_","_",52.9202433622,52.2859017921,52.5468970795,52.9139321377,52.2371553609,52.3947168174,52.3843562669,52.2845298667,52.2846157845,52.3894850699,52.3894850699,"_","_","_","_","_","_","_","_",28.5632110362,28.0435763224,28.1060474142,28.5750765292,28.2856046685,28.51283839,27.9673868633,28.1196909157,28.1196909157,28.2052918288,28.2562865098,"_","_","_","_","_","_","_","_",15.6752897557,15.8906133364,15.8871256138,15.904647509,15.904409298,15.9302392294,16.0966915584,16.1397659713,16.1367866068,16.1209544732,16.1013037363,"_","_","_","_","_","_","_","_",12.4550921285,13.0573677183,13.777644443,14.1834926752,14.427569862,15.1072613864,15.5538010565,15.9608435335,16.2593833162,16.7089575151,17.1582568764,"_","_","_","_","_","_","_","_",49.2265475551,51.2011428767,51.8201167409,52.688147409,51.749612627,52.831005676,55.9227155419,56.2864031194,54.9418002808,56.3203000863,57.2592594248,"_","_","_","_","_","_","_","_",79.5950596899,80.06153335330001,80.4380450032,80.1796968092,80.1941343478,80.1547845321,79.6202955797,79.61768174060001,79.7650342861,79.6870977764,79.6091612667,"_","_","_","_","_","_","_","_",23.6201385527,23.7893994331,23.3055425889,23.6292423449,24.000713274,22.955080738,22.7630689135,22.9697259024,22.7405674937,22.7405674937,22.7405674937
"Serbia and Montenegro",30.6587706718,30.7188680019,30.8151499547,30.2134365945,30.2789926404,30.57998659,30.6993562995,31.4521969052,"_","_","_","_","_","_","_","_","_","_","_",50.6524915116,51.3222294457,51.4600031396,51.888366146,52.7280675232,52.8234116181,55.3425291983,54.7932139323,"_","_","_","_","_","_","_","_","_","_","_",48.3619606975,47.5716645773,47.4641558653,47.3205962079,47.2853552345,47.2913902029,46.8002746562,46.1390527029,"_","_","_","_","_","_","_","_","_","_","_",24.1622322122,24.1622322122,24.1622322122,24.1622322122,24.1622322122,24.1622322122,24.2028810867,23.9373603579,"_","_","_","_","_","_","_","_","_","_","_",15.9521315223,15.921430854,16.2108245084,16.4391317085,16.4077968469,16.5133248106,16.6675209028,16.8324348454,"_","_","_","_","_","_","_","_","_","_","_",9.2591194702,9.2550931173,9.245000899000001,9.269019456800001,9.359793825000001,9.8792020912,10.1183250922,11.773589829,"_","_","_","_","_","_","_","_","_","_","_",53.3672434593,55.9763593644,56.8456575282,54.2996357633,53.9692349524,54.7768876018,51.7699679513,52.9408626523,"_","_","_","_","_","_","_","_","_","_","_",78.4294865313,80.6820800587,80.6820800587,80.845601561,81.0139212806,81.18174852680001,82.09068604709999,84.31418208309999,"_","_","_","_","_","_","_","_","_","_","_",21.3330807355,20.1978956239,20.0426534583,17.4975712997,17.4663977892,17.4638743162,17.5593430866,17.88910824,"_","_","_","_","_","_","_","_","_","_","_"
"Seychelles",31.9827405954,32.2975777941,32.9106602579,32.7823549682,33.308124424,34.1073984279,34.0639801648,34.4433284894,33.9331275885,34.3308703505,34.7465524206,35.1917731986,34.3729071277,34.3921688579,34.3327431553,35.2551285367,35.3019982005,35.5778086869,35.6803283454,46.3349178968,45.9309272683,46.0708001395,46.6194575299,45.9375584467,46.3717128314,45.0070112886,46.1067899475,45.6274871863,45.5436971052,46.7484551836,44.6332448245,47.0738798878,47.0623900408,47.0897224785,47.0489383301,46.4316240178,46.3299322513,46.3084852426,33.8918875731,33.904862729,33.8933505483,33.9257416287,33.9040943096,33.9048771598,33.8907579509,33.5168758749,33.5364230032,33.5003409247,33.3099376675,32.9819593026,32.9762385455,32.9850120858,32.9866870554,32.9904305869,32.99411657,32.9384672422,32.8834390471,28.496797224,28.9696302453,28.6941843752,29.0574096823,30.0290169825,29.7861048208,30.2362035815,29.6523817279,29.9968892269,30.4734254473,29.6565067288,28.5897411519,27.7431357641,26.7789911353,26.8986161402,26.8490110341,26.809761429,26.9285000415,26.9884625257,45.6641982628,47.278031741,49.2733131421,44.6847568417,45.5545570885,45.8266946718,45.2685326214,46.6471499645,35.4952487069,34.6461817802,36.3840584204,37.9184762346,34.2470957353,38.3523753984,38.0719758457,40.5576040896,42.5386541612,42.5159805219,42.5629030379,6.7204570571,7.2641996071,7.8542666663,8.1591392565,8.944824265199999,9.980813377200001,11.0872924366,11.8898341002,12.851010381,14.4940889975,14.958675123,16.9627527098,16.255741082,15.3596075223,15.1757014918,15.5411458247,15.7272008009,16.6209247248,17.1354116093,60.3790006934,59.8771061177,59.375211542,59.5375751888,56.9991763326,60.3479981939,56.4951246254,56.1621984486,57.8583558061,57.6579343006,59.1367366334,59.5854375585,59.853887581,60.4065343465,58.5455947313,63.3044679735,62.1433458744,62.2882280073,62.0321697642,78.950161572,79.0269885564,79.14094645180001,79.4348393022,79.3922652234,79.3703108249,79.2637454817,79.3662859951,79.5218068598,79.1279522869,79.466217524,78.7819051613,78.741692992,79.3610730644,79.55554691570001,79.5637033193,79.645314895,79.4545076542,79.4545076542,16.722900531,16.1497601072,16.8902003796,16.8330113742,17.566686066,17.8506613231,17.489078687,17.4852498255,18.2478534853,18.1152535192,17.9882334556,18.5127205378,17.2451043319,16.6735409233,17.1693711314,18.0387996294,17.7362146605,17.8617682551,17.780889849
"Sierra Leone",17.9218515476,19.3211411126,19.5133388382,19.1820439047,19.3128825875,19.2720226442,19.8038574634,19.9346065007,19.9818380605,20.5325559529,20.4672282049,20.592700533,21.0072231029,21.4752821667,21.2148325032,20.6313103997,20.8845638406,21.4136100151,21.6191255159,30.64838655,29.9320994706,30.2125145964,30.4024581832,30.8678987998,31.7650498507,31.152309163,31.270905224,32.2467285144,35.0115856101,34.0436753901,35.8316213879,36.0673194514,37.1059466833,36.7751174934,37.3721466065,38.1731973606,39.0182648941,39.5568631575,55.7772664394,54.4728226012,54.4607869706,57.1315459455,57.4645469061,56.839409358,57.9208813498,57.2365837627,56.7279881392,57.5383394217,57.7550968005,58.2744220601,61.9569001209,66.09501152679999,63.735906301,63.1714217927,63.1693817481,63.1680688547,63.1667559612,15.8215704095,16.388045268,15.7732743772,15.2899052198,15.3030276029,15.1765802256,15.563088398,15.9709196085,15.0134280373,15.26486964,16.1132757492,15.4175017545,15.1764986046,12.7386333934,14.5896000906,14.4837741627,14.5988979594,13.9696915767,13.4907899985,11.2016420631,11.1836455965,11.1750953566,11.1296235904,11.0854858842,11.0412785874,11.003467691,10.9797457018,11.1509634561,11.1326664414,9.785776816,9.815500564500001,10.2760469624,11.0816753064,11.0745260413,9.4168038142,10.0660292915,10.0382900245,10.0206566581,2.8317602814,2.8489139768,2.8706477749,2.8920669885,2.9625504159,3.032781466,3.1031832876,3.17563907,3.2680881524,3.3229648319,3.6242230384,3.6860440658,3.7953247665,4.5500637024,4.9284486122,5.2461671737,5.7533420263,6.1772193966,6.6928642545,24.4832635647,28.3054726061,32.1276816475,33.3424204487,35.9884319562,33.4604893337,36.2279215794,37.9440015919,37.9924301946,38.2705502175,39.368889632,39.6890001969,38.3736025939,38.7889683194,38.3817036371,38.8238818922,39.4796654194,39.595740334,39.9251207667,74.9479334466,74.9224850496,74.9425131127,74.9860323082,75.0168707122,75.0104141912,75.0123351715,75.05995543349999,74.94893173600001,75.6326906701,75.6124632967,76.3611300865,76.4313495745,75.8409741199,76.082207993,76.1648633386,76.1870038989,76.137933987,76.088864075,6.760540616,10.7565412922,10.4862753424,8.576364952600001,8.04174012,8.262871939,9.079544052999999,8.7850129702,8.917680201,9.5936245393,9.206718883700001,9.1607811467,9.776759283900001,9.762048543200001,7.5282234061,6.5715042381,5.9018110315,6.8685398217,6.948349344
"Singapore",39.6300891133,39.8497602208,40.2436137153,40.621013987,41.328866755,41.6504520364,41.72828267,42.5267238508,42.9166055045,42.9494167971,43.1244404733,43.5059627679,43.6919713192,43.77667417,44.2213574302,44.4059178011,44.409182658,44.4301282898,44.4615515,62.67531151,63.4256766793,64.674558472,66.0818663073,66.4280986367,69.329616776,69.71786270050001,71.2812859739,72.9705383827,72.6138689954,73.11071968749999,74.17306854180001,73.9678438828,74.8848091253,76.1194241635,76.709132586,76.6266129122,76.9855841083,77.48376057420001,43.9429318899,43.4328707939,43.2756742856,43.1054922474,43.0822084613,43.0554673655,43.0978854944,43.1242078477,43.1744639185,43.3062981285,43.176540775,43.1398004354,43.1899868629,43.2466570081,43.2554740522,43.2554623567,43.2554190879,43.2612670628,43.2620186073,34.595541325,34.1376094814,34.1225667599,34.8750850605,35.4112809765,35.4253062346,35.6773433262,35.7798571142,35.7144871442,36.0256424309,36.2195867322,36.4744356306,36.5835954237,36.6406027375,36.8058068765,36.7999312204,36.7999312204,36.8826547305,36.9292083982,26.9854956022,26.9939456692,27.691371159,27.4601662314,28.1320713922,28.4283377989,28.8142738515,28.8957271457,28.3756459253,28.1698744681,28.8991347385,29.227032783,29.1182116059,28.8454016486,29.0017664217,29.1803598472,29.3962533577,29.4045451069,29.4186777464,12.3552031099,12.9666554196,13.7143271648,14.5993721418,15.6593907663,16.0489357589,16.4324050142,18.0494741465,18.567503714,19.2484588007,19.8940902519,20.3027418216,20.3324969698,20.8475758301,20.9813649611,21.212057278,20.9773306415,21.0269351561,21.0766070002,90.23127619100001,89.66708875490001,89.1029013189,87.7555754064,89.53392596880001,89.2951706592,88.39709831979999,89.403558913,90.5547873403,89.0668532573,89.12907921999999,89.1552242141,91.3210595226,90.7272563463,91.4482191827,92.0031050883,91.8712737286,92.4131598254,92.87006820720001,91.1624036764,92.14105386679999,91.4851229013,91.6260877595,91.169745624,90.8768246179,90.6378283137,90.71936987540001,91.10323830020001,91.090079421,91.01326035229999,91.5064819734,91.88587302089999,92.4147509013,92.62443602400001,92.34689026389999,92.5201932924,92.53008653960001,92.5399797868,23.2831413294,23.3834380196,23.269951487,23.1496641039,23.3572449478,23.1322678169,22.6045178178,22.9936091236,23.5309512935,23.2331305068,22.4327427513,22.7163859098,22.8731301199,22.5435343866,23.4123294199,23.5447223474,23.6622809545,23.3820449752,23.1505027954
"Slovakia",33.0108720774,33.1448819549,34.0996533805,34.2146526972,34.9143891193,35.396915494,35.5502254808,36.1394937251,36.4083468211,36.5251906082,36.7156416276,36.8028627571,36.8510896303,36.9337161848,36.9959137305,37.0469415648,37.0845923933,37.2861713388,37.4790159274,53.8356293168,53.9250885531,54.0041402538,54.5226995973,55.8491527875,56.0525965728,56.8119197543,57.4697781512,57.9420228644,58.8843850326,59.9594755688,59.7454604942,60.709376198,60.5697914494,60.7146857341,61.887531577,60.3262217657,60.6331770613,60.8406745007,49.0863915641,48.4664805184,48.3669768782,48.2841671742,47.309456753,47.3551554773,47.2620934116,47.1599333951,47.2488972893,47.1509920411,47.1387734708,47.1037182353,47.0198537737,47.0146113321,47.0006959531,46.9887503995,46.9887779718,46.995335178,46.995335178,32.5724234366,32.9205770165,33.1654762206,32.5493387654,32.8712685179,32.8686244807,33.0265383749,32.8928381854,33.433525034,33.0205484174,33.0960424676,33.3761528135,32.7452069578,33.0530918781,32.9768085744,32.9795163364,32.9795163364,32.9463192995,32.9719403213,17.4074785673,17.3619105969,17.4442193044,17.496925272,17.6125629607,17.6413962514,17.6685540043,17.9033306251,17.9026519417,17.9942155383,17.4210185566,17.3894349676,17.3984074826,17.4045533031,17.380858039,17.3670159125,17.3658059795,17.3641687286,17.362620368,7.1544687114,7.4648035029,9.1349724191,9.4835458654,10.4002531272,10.8658939695,11.3950159534,13.2363658214,13.4110694291,14.0471010956,14.6707142698,14.8563454632,15.3211455174,15.7054745689,16.2093720326,16.5379293823,16.8439412259,17.2503400836,17.8605355764,67.1901760547,68.1260168057,69.0618575566,70.8013257515,71.9564680945,73.57640557800001,72.75696402050001,72.1349568071,73.5732042985,72.0261571973,72.5040695239,72.4981013029,71.9255076529,71.2516868371,71.5359138237,70.5526872243,71.2194381063,72.15230467150001,72.15297750409999,76.6378842643,76.5152219647,76.5152219647,76.5152219647,78.36791276859999,79.0874216557,79.0874216557,79.270868466,78.3354128053,78.8339599995,79.8793611304,79.85367886810001,80.0619029404,79.873015784,79.4009567033,79.569724959,79.7613561749,79.9529873907,80.1446186065,25.5453856738,25.058512543,25.060665639,24.3809769054,24.613874465,25.3241231948,24.8327873729,24.0868759617,24.3770748534,24.0736229539,23.8492672374,23.9572749077,23.7032723449,23.6468808381,23.3043038374,22.9461480641,23.0289313928,23.0289313928,23.0289313928
